Workload,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Throughput (ops/sec),Read_Latency (ms),Write_Latency (ms)
workload-B,250000,1250000,160,ONE,Full,13.33,87673.62,9.4,13.63
workload-B,250000,1500000,160,ONE,Full,13.44,97810.43,9.19,12.93
workload-B,250000,1750000,160,ONE,Full,12.59,116425.17,9.01,13.26
workload-B,250000,2000000,160,ONE,Full,12.77,129440.33,8.98,13.58
workload-B,250000,2250000,160,ONE,Full,12.49,145746.07,8.74,13.36
workload-B,250000,2500000,160,ONE,Full,13.28,169215.25,8.68,13.09
workload-B,250000,2750000,160,ONE,Full,13.21,175365.35,9.21,12.96
workload-B,250000,3000000,160,ONE,Full,12.92,203453.79,9.41,13.62
workload-B,250000,3250000,160,ONE,Full,13.73,220219.33,9.32,13.46
workload-B,250000,3500000,160,ONE,Full,13.54,233324.84,9.29,12.98
workload-B,250000,3750000,160,ONE,Full,13.36,247964.92,8.88,13.43
workload-B,250000,4000000,160,ONE,Full,12.49,261099.15,9.0,13.92
workload-B,250000,4250000,160,ONE,Full,12.72,290461.3,9.15,13.37
workload-B,250000,4500000,160,ONE,Full,13.2,290855.29,9.39,13.02
workload-B,250000,4750000,160,ONE,Full,12.83,305787.23,8.64,13.4
workload-B,250000,5000000,160,ONE,Full,13.3,337145.6,9.01,13.28
workload-B,250000,250000,320,ONE,Full,6.36,34253.38,9.2,12.99
workload-B,250000,500000,320,ONE,Full,6.56,66471.01,9.23,13.31
workload-B,250000,750000,320,ONE,Full,6.26,101943.6,9.12,12.94
workload-B,250000,1000000,320,ONE,Full,6.88,137576.16,9.05,13.27
workload-B,250000,1250000,320,ONE,Full,6.71,159639.68,8.88,13.63
workload-B,250000,1500000,320,ONE,Full,6.82,210358.09,9.17,13.27
workload-B,250000,1750000,320,ONE,Full,6.36,223835.98,9.05,13.17
workload-B,250000,2000000,320,ONE,Full,6.31,279940.62,9.17,13.25
workload-B,250000,2250000,320,ONE,Full,6.67,312075.46,9.21,13.66
workload-B,250000,2500000,320,ONE,Full,6.84,322374.36,9.0,13.72
workload-B,250000,2750000,320,ONE,Full,6.56,356249.67,8.78,13.64
workload-B,250000,3000000,320,ONE,Full,6.24,388912.45,8.65,13.99
workload-B,250000,3250000,320,ONE,Full,6.71,432083.58,9.08,13.24
workload-B,250000,3500000,320,ONE,Full,6.26,491590.72,8.85,13.1
workload-B,250000,3750000,320,ONE,Full,6.5,518265.08,9.5,13.06
workload-B,250000,4000000,320,ONE,Full,6.73,528715.41,8.75,13.89
workload-B,250000,4250000,320,ONE,Full,6.73,580500.73,8.73,13.35
workload-B,250000,4500000,320,ONE,Full,6.49,584570.24,8.88,14.08
workload-B,250000,4750000,320,ONE,Full,6.81,647774.42,9.25,13.67
workload-B,250000,5000000,320,ONE,Full,6.39,684672.83,9.43,13.61
workload-B,500000,250000,32,ONE,Full,125.49,1682.05,9.88,14.76
workload-B,500000,500000,32,ONE,Full,128.01,3242.26,9.37,14.4
workload-B,500000,750000,32,ONE,Full,134.9,5233.3,9.96,13.95
workload-B,500000,1000000,32,ONE,Full,135.99,6375.58,9.56,14.73
workload-B,500000,1250000,32,ONE,Full,134.83,8518.0,9.37,14.41
workload-B,500000,1500000,32,ONE,Full,136.29,10385.95,9.31,13.98
workload-B,500000,1750000,32,ONE,Full,135.9,12126.27,9.91,14.29
workload-B,500000,2000000,32,ONE,Full,131.38,13518.68,9.83,13.66
workload-B,500000,2250000,32,ONE,Full,137.8,15506.73,9.3,14.42
workload-B,500000,2500000,32,ONE,Full,129.43,17235.87,9.29,14.64
workload-B,500000,2750000,32,ONE,Full,137.35,18258.49,9.22,14.6
workload-B,500000,3000000,32,ONE,Full,134.97,20150.34,9.58,14.36
workload-B,500000,3250000,32,ONE,Full,131.66,20898.8,9.47,14.48
workload-B,500000,3500000,32,ONE,Full,130.85,24594.82,9.13,14.25
workload-B,500000,3750000,32,ONE,Full,135.73,24574.92,9.85,13.87
workload-B,500000,4000000,32,ONE,Full,135.28,26347.29,9.3,13.75
workload-B,500000,4250000,32,ONE,Full,130.94,29211.51,10.05,15.08
workload-B,500000,4500000,32,ONE,Full,130.51,30946.0,9.82,13.99
workload-B,500000,4750000,32,ONE,Full,131.51,33301.63,9.78,14.46
workload-B,500000,5000000,32,ONE,Full,132.01,32000.45,9.89,13.95
workload-B,500000,250000,64,ONE,Full,67.26,3234.36,9.76,13.73
workload-B,500000,500000,64,ONE,Full,63.63,6642.68,9.32,14.85
workload-B,500000,750000,64,ONE,Full,62.53,10257.65,9.28,14.73
workload-B,500000,1000000,64,ONE,Full,67.28,12749.52,9.36,15.06
workload-B,500000,1250000,64,ONE,Full,62.6,16029.17,9.71,14.49
workload-B,500000,1500000,64,ONE,Full,66.65,20824.76,9.92,13.7
workload-B,500000,1750000,64,ONE,Full,67.71,23128.08,9.21,14.09
workload-B,500000,2000000,64,ONE,Full,68.61,25967.69,9.36,14.05
workload-B,500000,2250000,64,ONE,Full,62.81,29258.32,9.97,14.51
workload-B,500000,2500000,64,ONE,Full,62.48,33663.04,9.45,14.47
workload-B,500000,2750000,64,ONE,Full,62.95,37840.85,9.9,13.78
workload-B,500000,3000000,64,ONE,Full,64.88,39295.55,9.38,14.38
workload-B,500000,3250000,64,ONE,Full,66.59,45439.36,9.49,14.59
workload-B,500000,3500000,64,ONE,Full,68.86,45144.17,10.05,14.03
workload-B,500000,3750000,64,ONE,Full,67.51,49269.12,9.64,13.71
workload-B,500000,4000000,64,ONE,Full,62.7,53363.18,9.51,13.77
workload-B,500000,4250000,64,ONE,Full,63.84,56549.43,9.52,13.97
workload-B,500000,4500000,64,ONE,Full,68.28,59231.17,9.81,14.06
workload-B,500000,4750000,64,ONE,Full,66.33,64688.95,9.79,13.87
workload-B,500000,5000000,64,ONE,Full,68.82,67952.32,9.98,14.85
workload-B,500000,250000,160,ONE,Full,26.21,8698.92,9.21,14.2
workload-B,500000,500000,160,ONE,Full,27.41,16564.35,9.9,14.79
workload-B,500000,750000,160,ONE,Full,25.18,24813.52,10.05,14.03
workload-B,500000,1000000,160,ONE,Full,26.37,32817.51,9.43,14.69
workload-B,500000,1250000,160,ONE,Full,26.46,43567.06,9.65,14.95
workload-B,500000,1500000,160,ONE,Full,27.16,51283.72,9.11,14.55
workload-B,500000,1750000,160,ONE,Full,26.77,58938.3,9.27,14.92
workload-B,500000,2000000,160,ONE,Full,27.41,64620.14,9.69,14.19
workload-B,500000,2250000,160,ONE,Full,25.25,76823.8,9.23,14.33
workload-B,500000,2500000,160,ONE,Full,26.88,80791.5,9.97,14.65
workload-B,500000,2750000,160,ONE,Full,25.13,96670.49,9.39,13.82
workload-B,500000,3000000,160,ONE,Full,27.01,98756.92,9.34,14.45
workload-B,500000,3250000,160,ONE,Full,26.26,103779.37,9.74,14.63
workload-B,500000,3500000,160,ONE,Full,25.31,116299.54,9.82,14.9
workload-B,500000,3750000,160,ONE,Full,25.82,126219.58,9.8,14.13
workload-B,500000,4000000,160,ONE,Full,25.49,127408.7,9.85,15.07
workload-B,500000,4250000,160,ONE,Full,26.47,137922.21,9.29,14.95
workload-B,500000,4500000,160,ONE,Full,26.47,147300.31,9.46,14.88
workload-B,500000,4750000,160,ONE,Full,26.29,166851.86,9.44,13.91
workload-B,500000,5000000,160,ONE,Full,27.1,163624.91,9.27,14.02
workload-B,500000,250000,320,ONE,Full,13.4,16579.24,9.15,13.89
workload-B,500000,500000,320,ONE,Full,13.34,34951.9,10.0,14.19
workload-B,500000,750000,320,ONE,Full,12.71,49884.08,9.52,14.77
workload-B,500000,1000000,320,ONE,Full,12.57,67601.72,9.86,14.57
workload-B,500000,1250000,320,ONE,Full,13.13,81067.08,9.73,14.6
workload-B,500000,1500000,320,ONE,Full,13.54,100461.99,9.9,14.41
workload-B,500000,1750000,320,ONE,Full,13.09,120959.48,9.53,14.15
workload-B,500000,2000000,320,ONE,Full,13.36,140097.7,9.21,14.94
workload-B,500000,2250000,320,ONE,Full,12.49,150805.6,9.25,14.83
workload-B,500000,2500000,320,ONE,Full,13.56,164295.59,10.01,14.58
workload-B,500000,2750000,320,ONE,Full,12.92,185741.87,9.17,13.95
workload-B,500000,3000000,320,ONE,Full,13.11,198938.78,9.36,14.84
workload-B,500000,3250000,320,ONE,Full,12.94,219767.44,9.11,14.31
workload-B,500000,3500000,320,ONE,Full,12.9,238991.55,9.58,13.88
workload-B,500000,3750000,320,ONE,Full,12.89,250813.27,9.75,13.79
workload-B,500000,4000000,320,ONE,Full,13.51,271417.8,9.24,14.38
workload-B,500000,4250000,320,ONE,Full,13.59,291387.13,9.27,14.95
workload-B,500000,4500000,320,ONE,Full,13.36,287370.2,9.37,13.69
workload-B,500000,4750000,320,ONE,Full,13.77,310626.2,9.51,15.07
workload-B,500000,5000000,320,ONE,Full,13.25,351286.25,10.05,15.05
workload-B,750000,250000,32,ONE,Full,196.26,1093.8,10.34,14.7
workload-B,750000,500000,32,ONE,Full,195.86,2190.83,9.48,14.35
workload-B,750000,750000,32,ONE,Full,200.46,3519.72,9.52,15.0
workload-B,750000,1000000,32,ONE,Full,198.02,4489.54,10.04,14.38
workload-B,750000,1250000,32,ONE,Full,190.38,5735.73,9.96,15.14
workload-B,750000,1500000,32,ONE,Full,206.4,6552.53,10.01,14.34
workload-B,750000,1750000,32,ONE,Full,191.15,8080.44,10.19,14.56
workload-B,750000,2000000,32,ONE,Full,200.56,8815.19,10.11,15.18
workload-B,750000,2250000,32,ONE,Full,194.48,10496.62,9.4,14.92
workload-B,750000,2500000,32,ONE,Full,204.66,11117.55,9.8,14.08
workload-B,750000,2750000,32,ONE,Full,200.1,12783.56,9.78,14.45
workload-B,750000,3000000,32,ONE,Full,201.02,12760.0,10.14,14.14
workload-B,750000,3250000,32,ONE,Full,188.6,14540.98,9.67,14.69
workload-B,750000,3500000,32,ONE,Full,190.25,16183.63,9.53,15.51
workload-B,750000,3750000,32,ONE,Full,203.56,16115.79,9.91,15.2
workload-B,750000,4000000,32,ONE,Full,188.13,18003.11,9.56,14.61
workload-B,750000,4250000,32,ONE,Full,198.27,18267.81,10.02,15.02
workload-B,750000,4500000,32,ONE,Full,200.89,19111.79,9.48,15.54
workload-B,750000,4750000,32,ONE,Full,195.13,20965.24,9.68,14.27
workload-B,750000,5000000,32,ONE,Full,196.95,22954.51,10.27,15.46
workload-B,750000,250000,64,ONE,Full,94.19,2194.52,10.34,15.11
workload-B,750000,500000,64,ONE,Full,101.95,4517.74,10.17,14.3
workload-B,750000,750000,64,ONE,Full,100.5,7021.15,9.88,14.34
workload-B,750000,1000000,64,ONE,Full,97.13,8788.05,10.08,14.47
workload-B,750000,1250000,64,ONE,Full,96.87,11259.22,9.7,15.18
workload-B,750000,1500000,64,ONE,Full,94.07,13248.78,9.4,14.11
workload-B,750000,1750000,64,ONE,Full,101.64,15485.73,9.68,15.26
workload-B,750000,2000000,64,ONE,Full,102.16,18334.9,9.99,14.64
workload-B,750000,2250000,64,ONE,Full,99.25,20921.35,10.08,14.99
workload-B,750000,2500000,64,ONE,Full,101.6,23060.6,9.83,14.77
workload-B,750000,2750000,64,ONE,Full,96.02,24587.59,9.82,14.15
workload-B,750000,3000000,64,ONE,Full,102.89,26771.59,9.68,15.51
workload-B,750000,3250000,64,ONE,Full,103.07,30061.0,9.89,15.22
workload-B,750000,3500000,64,ONE,Full,103.21,32275.36,9.79,14.67
workload-B,750000,3750000,64,ONE,Full,94.1,32537.1,10.24,15.53
workload-B,750000,4000000,64,ONE,Full,94.71,36875.56,10.08,15.04
workload-B,750000,4250000,64,ONE,Full,96.66,37287.56,10.01,15.09
workload-B,750000,4500000,64,ONE,Full,93.86,41801.75,9.44,15.1
workload-B,750000,4750000,64,ONE,Full,97.72,41044.91,10.22,15.08
workload-B,750000,5000000,64,ONE,Full,94.98,45620.1,10.2,14.21
workload-B,750000,250000,160,ONE,Full,40.14,5833.48,9.74,15.37
workload-B,750000,500000,160,ONE,Full,39.38,11053.13,10.15,15.23
workload-B,750000,750000,160,ONE,Full,39.56,17504.57,9.66,15.11
workload-B,750000,1000000,160,ONE,Full,39.49,23449.7,10.03,14.11
workload-B,750000,1250000,160,ONE,Full,39.6,28902.27,9.7,14.65
workload-B,750000,1500000,160,ONE,Full,38.43,33635.1,10.17,15.45
workload-B,750000,1750000,160,ONE,Full,38.9,39625.13,10.09,15.45
workload-B,750000,2000000,160,ONE,Full,39.01,46868.25,9.96,15.03
workload-B,750000,2250000,160,ONE,Full,40.07,48561.52,9.42,14.12
workload-B,750000,2500000,160,ONE,Full,40.22,54311.0,9.5,15.14
workload-B,750000,2750000,160,ONE,Full,40.48,63298.24,9.89,14.34
workload-B,750000,3000000,160,ONE,Full,39.95,64053.84,9.63,14.95
workload-B,750000,3250000,160,ONE,Full,40.3,70534.64,9.93,14.66
workload-B,750000,3500000,160,ONE,Full,40.21,81651.86,10.12,14.52
workload-B,750000,3750000,160,ONE,Full,41.09,85238.0,9.93,14.36
workload-B,750000,4000000,160,ONE,Full,38.93,86130.89,10.0,14.23
workload-B,750000,4250000,160,ONE,Full,37.95,96863.16,10.2,15.08
workload-B,750000,4500000,160,ONE,Full,40.32,101483.56,10.18,15.28
workload-B,750000,4750000,160,ONE,Full,39.58,102778.26,9.85,14.85
workload-B,750000,5000000,160,ONE,Full,37.97,111061.45,10.13,15.02
workload-B,750000,250000,320,ONE,Full,20.36,11042.46,9.45,14.39
workload-B,750000,500000,320,ONE,Full,19.7,21327.38,9.67,14.85
workload-B,750000,750000,320,ONE,Full,20.56,33755.77,10.04,14.44
workload-B,750000,1000000,320,ONE,Full,18.8,45144.36,10.08,14.92
workload-B,750000,1250000,320,ONE,Full,20.2,53641.97,9.42,14.19
workload-B,750000,1500000,320,ONE,Full,19.63,64523.49,10.05,14.94
workload-B,750000,1750000,320,ONE,Full,20.24,79840.15,9.75,14.58
workload-B,750000,2000000,320,ONE,Full,19.37,89936.63,9.52,14.21
workload-B,750000,2250000,320,ONE,Full,19.35,98397.34,9.43,14.42
workload-B,750000,2500000,320,ONE,Full,20.06,106697.09,9.89,14.61
workload-B,750000,2750000,320,ONE,Full,20.6,121261.85,9.86,15.04
workload-B,750000,3000000,320,ONE,Full,18.71,129590.03,9.43,14.65
workload-B,750000,3250000,320,ONE,Full,20.02,151126.72,10.33,14.9
workload-B,750000,3500000,320,ONE,Full,19.36,153793.3,9.65,15.13
workload-B,750000,3750000,320,ONE,Full,20.05,166927.26,9.39,14.65
workload-B,750000,4000000,320,ONE,Full,20.34,179528.61,9.63,15.5
workload-B,750000,4250000,320,ONE,Full,19.39,186687.98,9.89,15.02
workload-B,750000,4500000,320,ONE,Full,19.14,192143.11,9.7,15.01
workload-B,750000,4750000,320,ONE,Full,20.36,222816.47,9.61,14.35
workload-B,750000,5000000,320,ONE,Full,19.48,221148.52,9.88,15.54
workload-B,1000000,250000,32,ONE,Full,272.0,809.92,10.46,15.13
workload-B,1000000,500000,32,ONE,Full,269.64,1723.1,9.92,15.68
workload-B,1000000,750000,32,ONE,Full,261.47,2486.33,10.58,14.57
workload-B,1000000,1000000,32,ONE,Full,266.59,3420.25,9.84,15.37
workload-B,1000000,1250000,32,ONE,Full,275.41,4294.32,10.17,14.86
workload-B,1000000,1500000,32,ONE,Full,257.43,4815.2,9.73,14.96
workload-B,1000000,1750000,32,ONE,Full,267.21,5657.59,10.16,14.94
workload-B,1000000,2000000,32,ONE,Full,249.83,6879.18,9.83,14.49
workload-B,1000000,2250000,32,ONE,Full,257.06,7263.11,10.33,15.22
workload-B,1000000,2500000,32,ONE,Full,269.79,8524.13,9.89,15.79
workload-B,1000000,2750000,32,ONE,Full,274.42,9066.92,10.27,14.61
workload-B,1000000,3000000,32,ONE,Full,263.33,10353.0,10.37,14.85
workload-B,1000000,3250000,32,ONE,Full,250.18,11005.39,9.74,14.63
workload-B,1000000,3500000,32,ONE,Full,259.02,11685.1,10.38,15.22
workload-B,1000000,3750000,32,ONE,Full,268.32,12073.86,9.66,15.37
workload-B,1000000,4000000,32,ONE,Full,251.41,12853.59,9.89,15.47
workload-B,1000000,4250000,32,ONE,Full,258.98,14162.88,9.82,14.43
workload-B,1000000,4500000,32,ONE,Full,269.5,15732.83,10.15,15.04
workload-B,1000000,4750000,32,ONE,Full,268.54,16393.93,9.74,15.51
workload-B,1000000,5000000,32,ONE,Full,255.29,17347.21,10.55,14.54
workload-B,1000000,250000,64,ONE,Full,125.02,1721.34,9.87,15.83
workload-B,1000000,500000,64,ONE,Full,130.12,3259.67,9.67,14.77
workload-B,1000000,750000,64,ONE,Full,131.47,5154.55,10.0,15.27
workload-B,1000000,1000000,64,ONE,Full,129.08,6980.77,10.31,15.61
workload-B,1000000,1250000,64,ONE,Full,134.5,8739.42,9.74,15.05
workload-B,1000000,1500000,64,ONE,Full,137.16,10048.74,10.54,14.9
workload-B,1000000,1750000,64,ONE,Full,125.5,11516.23,9.93,15.39
workload-B,1000000,2000000,64,ONE,Full,129.48,13459.24,10.49,15.43
workload-B,1000000,2250000,64,ONE,Full,132.55,14938.34,9.59,14.93
workload-B,1000000,2500000,64,ONE,Full,131.71,16373.65,9.73,15.87
workload-B,1000000,2750000,64,ONE,Full,133.73,18056.07,9.87,15.71
workload-B,1000000,3000000,64,ONE,Full,130.18,21041.0,9.99,14.59
workload-B,1000000,3250000,64,ONE,Full,133.96,21069.43,9.9,15.14
workload-B,1000000,3500000,64,ONE,Full,132.97,22294.64,9.92,14.63
workload-B,1000000,3750000,64,ONE,Full,131.45,25209.43,9.61,15.75
workload-B,1000000,4000000,64,ONE,Full,135.43,27624.76,9.89,15.14
workload-B,1000000,4250000,64,ONE,Full,129.03,28537.0,10.17,14.84
workload-B,1000000,4500000,64,ONE,Full,132.26,28676.01,10.11,15.21
workload-B,1000000,4750000,64,ONE,Full,129.98,30984.6,10.04,15.34
workload-B,1000000,5000000,64,ONE,Full,134.04,33392.36,9.83,15.87
workload-B,1000000,250000,160,ONE,Full,52.03,4068.12,10.01,14.67
workload-B,1000000,500000,160,ONE,Full,54.73,8696.52,10.28,15.43
workload-B,1000000,750000,160,ONE,Full,55.05,12628.57,9.68,14.39
workload-B,1000000,1000000,160,ONE,Full,53.37,16471.55,10.24,15.7
workload-B,1000000,1250000,160,ONE,Full,51.83,20037.12,10.35,15.19
workload-B,1000000,1500000,160,ONE,Full,55.07,25007.78,10.22,15.04
workload-B,1000000,1750000,160,ONE,Full,53.72,28590.1,10.22,14.85
workload-B,1000000,2000000,160,ONE,Full,53.0,34471.0,10.3,15.1
workload-B,1000000,2250000,160,ONE,Full,50.61,38655.83,9.69,14.94
workload-B,1000000,2500000,160,ONE,Full,50.71,40454.62,10.35,14.86
workload-B,1000000,2750000,160,ONE,Full,54.99,48209.1,10.22,14.68
workload-B,1000000,3000000,160,ONE,Full,53.22,52659.61,10.17,14.56
workload-B,1000000,3250000,160,ONE,Full,50.13,55349.16,10.03,15.24
workload-B,1000000,3500000,160,ONE,Full,53.9,56359.79,10.11,15.23
workload-B,1000000,3750000,160,ONE,Full,50.38,62657.25,9.83,14.99
workload-B,1000000,4000000,160,ONE,Full,50.64,70140.56,9.89,15.04
workload-B,1000000,4250000,160,ONE,Full,53.11,73861.2,10.13,14.43
workload-B,1000000,4500000,160,ONE,Full,51.19,74747.2,9.64,14.85
workload-B,1000000,4750000,160,ONE,Full,51.96,79512.44,9.85,15.12
workload-B,1000000,5000000,160,ONE,Full,52.8,87118.78,10.37,14.87
workload-B,1000000,250000,320,ONE,Full,26.54,8140.15,10.06,15.24
workload-B,1000000,500000,320,ONE,Full,25.29,17580.29,10.12,15.31
workload-B,1000000,750000,320,ONE,Full,25.33,25428.41,10.0,15.23
workload-B,1000000,1000000,320,ONE,Full,25.21,34783.33,10.03,14.91
workload-B,1000000,1250000,320,ONE,Full,26.99,42588.24,9.84,15.29
workload-B,1000000,1500000,320,ONE,Full,26.68,51874.06,10.15,15.16
workload-B,1000000,1750000,320,ONE,Full,27.01,58186.75,9.89,15.86
workload-B,1000000,2000000,320,ONE,Full,27.04,70034.09,10.16,15.52
workload-B,1000000,2250000,320,ONE,Full,24.96,72657.47,9.71,15.42
workload-B,1000000,2500000,320,ONE,Full,26.52,87020.83,10.4,15.48
workload-B,1000000,2750000,320,ONE,Full,26.73,95079.18,10.52,14.74
workload-B,1000000,3000000,320,ONE,Full,27.13,103943.36,10.13,15.33
workload-B,1000000,3250000,320,ONE,Full,25.88,107352.36,9.95,15.03
workload-B,1000000,3500000,320,ONE,Full,27.39,113668.41,10.34,15.34
workload-B,1000000,3750000,320,ONE,Full,26.34,131290.37,10.25,14.52
workload-B,1000000,4000000,320,ONE,Full,25.69,139843.55,9.6,15.28
workload-B,1000000,4250000,320,ONE,Full,26.33,148573.56,10.17,15.64
workload-B,1000000,4500000,320,ONE,Full,25.65,149906.97,10.07,15.88
workload-B,1000000,4750000,320,ONE,Full,25.95,165435.87,9.81,14.75
workload-B,1000000,5000000,320,ONE,Full,25.72,172148.1,10.34,15.64
workload-B,1250000,250000,32,ONE,Full,340.81,639.18,10.16,14.6
workload-B,1250000,500000,32,ONE,Full,321.61,1334.05,10.19,15.98
workload-B,1250000,750000,32,ONE,Full,322.41,2008.93,10.22,14.94
workload-B,1250000,1000000,32,ONE,Full,340.77,2790.99,10.18,15.48
workload-B,1250000,1250000,32,ONE,Full,319.52,3211.71,10.46,14.78
workload-B,1250000,1500000,32,ONE,Full,315.53,4140.94,10.31,15.43
workload-B,1250000,1750000,32,ONE,Full,340.44,4790.86,10.54,15.53
workload-B,1250000,2000000,32,ONE,Full,334.38,5305.81,10.5,15.47
workload-B,1250000,2250000,32,ONE,Full,321.13,6165.99,10.11,16.02
workload-B,1250000,2500000,32,ONE,Full,330.12,6399.7,10.48,15.02
workload-B,1250000,2750000,32,ONE,Full,337.49,7619.86,9.77,15.48
workload-B,1250000,3000000,32,ONE,Full,337.56,8234.35,10.17,15.21
workload-B,1250000,3250000,32,ONE,Full,329.36,8869.13,10.55,14.96
workload-B,1250000,3500000,32,ONE,Full,331.06,9852.36,9.89,15.66
workload-B,1250000,3750000,32,ONE,Full,340.21,9914.91,10.37,14.74
workload-B,1250000,4000000,32,ONE,Full,326.99,10633.08,9.82,14.93
workload-B,1250000,4250000,32,ONE,Full,335.62,11384.01,10.17,15.59
workload-B,1250000,4500000,32,ONE,Full,332.98,11706.64,10.72,15.24
workload-B,1250000,4750000,32,ONE,Full,327.88,13322.75,10.48,15.29
workload-B,1250000,5000000,32,ONE,Full,311.81,13662.31,10.2,14.74
workload-B,1250000,250000,64,ONE,Full,168.75,1363.76,10.55,15.02
workload-B,1250000,500000,64,ONE,Full,160.84,2606.74,9.86,14.84
workload-B,1250000,750000,64,ONE,Full,161.51,3850.35,10.46,14.8
workload-B,1250000,1000000,64,ONE,Full,166.45,5431.98,10.28,15.26
workload-B,1250000,1250000,64,ONE,Full,160.13,6686.46,10.34,14.67
workload-B,1250000,1500000,64,ONE,Full,170.94,7974.13,10.23,15.75
workload-B,1250000,1750000,64,ONE,Full,156.5,9789.0,10.56,15.63
workload-B,1250000,2000000,64,ONE,Full,159.66,10641.3,9.73,15.45
workload-B,1250000,2250000,64,ONE,Full,162.95,12382.99,10.21,15.62
workload-B,1250000,2500000,64,ONE,Full,159.24,13190.49,10.73,15.89
workload-B,1250000,2750000,64,ONE,Full,159.04,14915.09,10.57,15.6
workload-B,1250000,3000000,64,ONE,Full,159.67,15505.19,9.74,15.8
workload-B,1250000,3250000,64,ONE,Full,169.08,17810.48,10.04,14.91
workload-B,1250000,3500000,64,ONE,Full,161.48,19467.82,10.69,15.63
workload-B,1250000,3750000,64,ONE,Full,160.72,20527.4,10.66,14.63
workload-B,1250000,4000000,64,ONE,Full,164.06,21827.43,10.41,15.94
workload-B,1250000,4250000,64,ONE,Full,170.24,23202.78,10.49,15.03
workload-B,1250000,4500000,64,ONE,Full,164.26,23633.71,9.96,14.68
workload-B,1250000,4750000,64,ONE,Full,166.55,26029.64,10.14,15.17
workload-B,1250000,5000000,64,ONE,Full,158.28,26870.4,10.05,15.1
workload-B,1250000,250000,160,ONE,Full,68.54,3208.71,10.13,15.39
workload-B,1250000,500000,160,ONE,Full,63.55,6790.81,10.35,15.29
workload-B,1250000,750000,160,ONE,Full,66.32,10099.67,10.69,15.05
workload-B,1250000,1000000,160,ONE,Full,66.33,13754.38,10.68,15.58
workload-B,1250000,1250000,160,ONE,Full,64.04,17513.55,10.18,15.52
workload-B,1250000,1500000,160,ONE,Full,65.11,20352.44,10.28,15.01
workload-B,1250000,1750000,160,ONE,Full,67.08,24612.79,9.91,15.47
workload-B,1250000,2000000,160,ONE,Full,62.88,25889.28,10.62,15.86
workload-B,1250000,2250000,160,ONE,Full,63.98,31102.49,10.15,14.62
workload-B,1250000,2500000,160,ONE,Full,63.0,31928.32,9.98,15.52
workload-B,1250000,2750000,160,ONE,Full,64.01,37281.07,10.3,14.91
workload-B,1250000,3000000,160,ONE,Full,65.8,41429.37,9.82,14.99
workload-B,1250000,3250000,160,ONE,Full,62.62,44711.37,10.35,14.97
workload-B,1250000,3500000,160,ONE,Full,65.46,46900.27,10.08,14.64
workload-B,1250000,3750000,160,ONE,Full,66.66,50376.08,10.21,15.97
workload-B,1250000,4000000,160,ONE,Full,66.64,51019.26,10.45,15.6
workload-B,1250000,4250000,160,ONE,Full,68.54,55374.13,10.1,15.42
workload-B,1250000,4500000,160,ONE,Full,65.25,57348.68,10.48,15.21
workload-B,1250000,4750000,160,ONE,Full,65.27,65599.14,10.02,15.26
workload-B,1250000,5000000,160,ONE,Full,68.42,69248.16,10.66,15.42
workload-B,1250000,250000,320,ONE,Full,33.48,6384.95,10.3,15.16
workload-B,1250000,500000,320,ONE,Full,32.74,12850.12,10.51,15.92
workload-B,1250000,750000,320,ONE,Full,32.83,19708.59,10.74,14.65
workload-B,1250000,1000000,320,ONE,Full,32.18,27299.82,9.92,15.27
workload-B,1250000,1250000,320,ONE,Full,31.61,33893.12,9.84,15.24
workload-B,1250000,1500000,320,ONE,Full,33.17,39621.49,9.9,14.71
workload-B,1250000,1750000,320,ONE,Full,33.9,47938.65,10.08,16.0
workload-B,1250000,2000000,320,ONE,Full,32.69,54699.44,9.97,15.78
workload-B,1250000,2250000,320,ONE,Full,33.94,60819.36,9.76,15.55
workload-B,1250000,2500000,320,ONE,Full,34.01,65553.48,9.79,16.13
workload-B,1250000,2750000,320,ONE,Full,31.4,72908.8,10.05,14.64
workload-B,1250000,3000000,320,ONE,Full,32.38,83077.65,10.37,15.33
workload-B,1250000,3250000,320,ONE,Full,33.29,83081.59,9.84,15.95
workload-B,1250000,3500000,320,ONE,Full,31.22,93532.32,10.6,15.67
workload-B,1250000,3750000,320,ONE,Full,33.66,98819.14,10.18,15.53
workload-B,1250000,4000000,320,ONE,Full,31.47,110672.99,9.74,14.75
workload-B,1250000,4250000,320,ONE,Full,32.63,114357.99,9.76,16.1
workload-B,1250000,4500000,320,ONE,Full,33.96,115754.27,10.7,14.67
workload-B,1250000,4750000,320,ONE,Full,31.96,121660.48,9.93,14.86
workload-B,1250000,5000000,320,ONE,Full,31.77,135475.83,10.52,15.89
workload-B,1500000,250000,32,ONE,Full,383.72,570.1,10.25,16.09
workload-B,1500000,500000,32,ONE,Full,386.3,1076.7,10.34,15.83
workload-B,1500000,750000,32,ONE,Full,377.11,1620.18,10.15,15.05
workload-B,1500000,1000000,32,ONE,Full,400.05,2337.76,10.15,15.89
workload-B,1500000,1250000,32,ONE,Full,376.42,2884.45,10.69,15.95
workload-B,1500000,1500000,32,ONE,Full,376.97,3258.1,10.63,15.86
workload-B,1500000,1750000,32,ONE,Full,383.03,3878.1,10.86,15.69
