Workload,Frequency (GHz),Governor,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Dynamic Power (W),Dynamic Energy (J)
workload-B,2.8,userspace,500000,250000,64,ALL,Partial,9828.44,165.35,1625.12
workload-B,,performance,500000,500000,64,ALL,Partial,10469.01,107.66,1127.11
workload-B,,conservative,500000,500000,64,ALL,Partial,10186.72,85.32,869.16
workload-B,,powersave,500000,500000,64,ALL,Partial,9851.21,85.8,845.21
workload-B,,ondemand,500000,500000,64,ALL,Partial,10027.77,92.88,931.42
workload-B,1.0,userspace,500000,500000,64,ALL,Partial,10222.95,91.7,937.49
workload-B,1.1,userspace,500000,500000,64,ALL,Partial,10183.2,92.68,943.76
workload-B,1.2,userspace,500000,500000,64,ALL,Partial,9844.42,97.02,955.06
workload-B,1.3,userspace,500000,500000,64,ALL,Partial,10484.51,99.18,1039.9
workload-B,1.4,userspace,500000,500000,64,ALL,Partial,10266.4,102.5,1052.27
workload-B,1.5,userspace,500000,500000,64,ALL,Partial,10202.42,103.95,1060.54
workload-B,1.6,userspace,500000,500000,64,ALL,Partial,9847.22,119.2,1173.81
workload-B,1.7,userspace,500000,500000,64,ALL,Partial,10189.37,121.57,1238.74
workload-B,1.8,userspace,500000,500000,64,ALL,Partial,10152.8,120.41,1222.54
workload-B,1.9,userspace,500000,500000,64,ALL,Partial,9720.68,128.65,1250.59
workload-B,2.0,userspace,500000,500000,64,ALL,Partial,10343.85,136.44,1411.29
workload-B,2.1,userspace,500000,500000,64,ALL,Partial,9758.07,129.89,1267.45
workload-B,2.2,userspace,500000,500000,64,ALL,Partial,10100.29,135.89,1372.55
workload-B,2.3,userspace,500000,500000,64,ALL,Partial,10002.7,139.22,1392.6
workload-B,2.4,userspace,500000,500000,64,ALL,Partial,9815.92,152.18,1493.77
workload-B,2.5,userspace,500000,500000,64,ALL,Partial,10341.33,149.09,1541.77
workload-B,2.6,userspace,500000,500000,64,ALL,Partial,10411.66,159.51,1660.74
workload-B,2.7,userspace,500000,500000,64,ALL,Partial,10314.21,168.69,1739.9
workload-B,2.8,userspace,500000,500000,64,ALL,Partial,10316.24,163.76,1689.41
workload-B,,performance,500000,750000,64,ALL,Partial,10230.45,106.82,1092.87
workload-B,,conservative,500000,750000,64,ALL,Partial,10585.19,88.65,938.32
workload-B,,powersave,500000,750000,64,ALL,Partial,9716.02,83.97,815.84
workload-B,,ondemand,500000,750000,64,ALL,Partial,10447.77,100.82,1053.36
workload-B,1.0,userspace,500000,750000,64,ALL,Partial,10006.41,90.25,903.08
workload-B,1.1,userspace,500000,750000,64,ALL,Partial,9926.24,94.89,941.87
workload-B,1.2,userspace,500000,750000,64,ALL,Partial,9834.13,99.15,975.08
workload-B,1.3,userspace,500000,750000,64,ALL,Partial,10247.05,98.67,1011.07
workload-B,1.4,userspace,500000,750000,64,ALL,Partial,10060.59,107.75,1084.03
workload-B,1.5,userspace,500000,750000,64,ALL,Partial,10231.46,112.65,1152.53
workload-B,1.6,userspace,500000,750000,64,ALL,Partial,10532.45,109.62,1154.53
workload-B,1.7,userspace,500000,750000,64,ALL,Partial,9714.45,112.92,1097.0
workload-B,1.8,userspace,500000,750000,64,ALL,Partial,10234.54,126.82,1297.98
workload-B,1.9,userspace,500000,750000,64,ALL,Partial,10603.1,128.65,1364.14
workload-B,2.0,userspace,500000,750000,64,ALL,Partial,9898.45,130.31,1289.83
workload-B,2.1,userspace,500000,750000,64,ALL,Partial,10094.47,139.87,1411.92
workload-B,2.2,userspace,500000,750000,64,ALL,Partial,10256.23,143.23,1469.03
workload-B,2.3,userspace,500000,750000,64,ALL,Partial,9787.71,149.05,1458.88
workload-B,2.4,userspace,500000,750000,64,ALL,Partial,9932.93,146.57,1455.88
workload-B,2.5,userspace,500000,750000,64,ALL,Partial,10372.67,154.87,1606.46
workload-B,2.6,userspace,500000,750000,64,ALL,Partial,9836.86,151.02,1485.59
workload-B,2.7,userspace,500000,750000,64,ALL,Partial,10538.21,156.65,1650.79
workload-B,2.8,userspace,500000,750000,64,ALL,Partial,9869.34,162.62,1604.98
workload-B,,performance,750000,250000,32,ALL,Partial,31587.05,101.02,3190.93
workload-B,,conservative,750000,250000,32,ALL,Partial,30294.92,83.61,2532.99
workload-B,,powersave,750000,250000,32,ALL,Partial,30357.54,86.4,2622.89
workload-B,,ondemand,750000,250000,32,ALL,Partial,29842.9,95.54,2851.14
workload-B,1.0,userspace,750000,250000,32,ALL,Partial,29315.38,86.7,2541.7
workload-B,1.1,userspace,750000,250000,32,ALL,Partial,31334.97,88.01,2757.91
workload-B,1.2,userspace,750000,250000,32,ALL,Partial,30596.64,96.56,2954.38
workload-B,1.3,userspace,750000,250000,32,ALL,Partial,30158.51,97.98,2954.86
workload-B,1.4,userspace,750000,250000,32,ALL,Partial,31877.93,107.13,3415.07
workload-B,1.5,userspace,750000,250000,32,ALL,Partial,29707.19,112.76,3349.89
workload-B,1.6,userspace,750000,250000,32,ALL,Partial,29449.69,115.52,3401.95
workload-B,1.7,userspace,750000,250000,32,ALL,Partial,29905.7,117.03,3499.87
workload-B,1.8,userspace,750000,250000,32,ALL,Partial,31908.73,124.0,3956.63
workload-B,1.9,userspace,750000,250000,32,ALL,Partial,30652.99,132.87,4072.91
workload-B,2.0,userspace,750000,250000,32,ALL,Partial,30501.29,127.05,3875.15
workload-B,2.1,userspace,750000,250000,32,ALL,Partial,31541.24,141.27,4455.88
workload-B,2.2,userspace,750000,250000,32,ALL,Partial,30841.34,145.34,4482.47
workload-B,2.3,userspace,750000,250000,32,ALL,Partial,31129.82,149.39,4650.46
workload-B,2.4,userspace,750000,250000,32,ALL,Partial,31355.71,150.13,4707.42
workload-B,2.5,userspace,750000,250000,32,ALL,Partial,31463.93,150.84,4746.17
workload-B,2.6,userspace,750000,250000,32,ALL,Partial,31194.02,159.18,4965.4
workload-B,2.7,userspace,750000,250000,32,ALL,Partial,31109.79,165.16,5138.03
workload-B,2.8,userspace,750000,250000,32,ALL,Partial,28986.54,164.08,4756.03
workload-B,,performance,750000,500000,32,ALL,Partial,30216.71,110.1,3326.75
workload-B,,conservative,750000,500000,32,ALL,Partial,31758.69,88.19,2800.64
workload-B,,powersave,750000,500000,32,ALL,Partial,29835.39,87.07,2597.79
workload-B,,ondemand,750000,500000,32,ALL,Partial,31076.24,93.94,2919.35
workload-B,1.0,userspace,750000,500000,32,ALL,Partial,29447.3,89.12,2624.46
workload-B,1.1,userspace,750000,500000,32,ALL,Partial,29009.0,92.41,2680.72
workload-B,1.2,userspace,750000,500000,32,ALL,Partial,29253.56,92.06,2693.02
workload-B,1.3,userspace,750000,500000,32,ALL,Partial,31312.22,96.29,3015.14
workload-B,1.4,userspace,750000,500000,32,ALL,Partial,30095.23,108.51,3265.6
workload-B,1.5,userspace,750000,500000,32,ALL,Partial,30428.16,106.91,3253.18
workload-B,1.6,userspace,750000,500000,32,ALL,Partial,31668.77,119.17,3774.01
workload-B,1.7,userspace,750000,500000,32,ALL,Partial,31125.14,116.4,3622.91
workload-B,1.8,userspace,750000,500000,32,ALL,Partial,31661.62,116.28,3681.52
workload-B,1.9,userspace,750000,500000,32,ALL,Partial,31413.95,131.71,4137.56
workload-B,2.0,userspace,750000,500000,32,ALL,Partial,31151.04,124.61,3881.69
workload-B,2.1,userspace,750000,500000,32,ALL,Partial,29963.67,131.94,3953.48
workload-B,2.2,userspace,750000,500000,32,ALL,Partial,31003.21,145.52,4511.47
workload-B,2.3,userspace,750000,500000,32,ALL,Partial,31930.93,140.58,4488.8
workload-B,2.4,userspace,750000,500000,32,ALL,Partial,31618.7,147.6,4666.97
workload-B,2.5,userspace,750000,500000,32,ALL,Partial,31506.8,151.87,4785.02
workload-B,2.6,userspace,750000,500000,32,ALL,Partial,29802.86,153.65,4579.21
workload-B,2.7,userspace,750000,500000,32,ALL,Partial,30194.34,157.72,4762.17
workload-B,2.8,userspace,750000,500000,32,ALL,Partial,31536.26,171.45,5406.95
workload-B,,performance,750000,750000,32,ALL,Partial,31384.1,104.99,3294.93
workload-B,,conservative,750000,750000,32,ALL,Partial,31066.82,84.71,2631.66
workload-B,,powersave,750000,750000,32,ALL,Partial,30164.73,80.16,2417.86
workload-B,,ondemand,750000,750000,32,ALL,Partial,30675.55,98.26,3014.11
workload-B,1.0,userspace,750000,750000,32,ALL,Partial,30034.21,86.28,2591.26
workload-B,1.1,userspace,750000,750000,32,ALL,Partial,29643.75,93.23,2763.58
workload-B,1.2,userspace,750000,750000,32,ALL,Partial,30171.09,97.25,2934.24
workload-B,1.3,userspace,750000,750000,32,ALL,Partial,29512.73,98.42,2904.76
workload-B,1.4,userspace,750000,750000,32,ALL,Partial,29591.3,103.79,3071.17
workload-B,1.5,userspace,750000,750000,32,ALL,Partial,29382.94,109.77,3225.39
workload-B,1.6,userspace,750000,750000,32,ALL,Partial,29539.09,117.42,3468.33
workload-B,1.7,userspace,750000,750000,32,ALL,Partial,29095.77,121.45,3533.62
workload-B,1.8,userspace,750000,750000,32,ALL,Partial,30993.33,127.68,3957.29
workload-B,1.9,userspace,750000,750000,32,ALL,Partial,31843.79,121.84,3879.92
workload-B,2.0,userspace,750000,750000,32,ALL,Partial,29337.62,130.16,3818.73
workload-B,2.1,userspace,750000,750000,32,ALL,Partial,31814.42,140.95,4484.28
workload-B,2.2,userspace,750000,750000,32,ALL,Partial,30549.97,145.08,4432.28
workload-B,2.3,userspace,750000,750000,32,ALL,Partial,29644.32,150.93,4474.28
workload-B,2.4,userspace,750000,750000,32,ALL,Partial,31585.74,147.37,4654.88
workload-B,2.5,userspace,750000,750000,32,ALL,Partial,30407.87,153.21,4658.72
workload-B,2.6,userspace,750000,750000,32,ALL,Partial,30145.41,155.83,4697.68
workload-B,2.7,userspace,750000,750000,32,ALL,Partial,30866.44,158.0,4877.02
workload-B,2.8,userspace,750000,750000,32,ALL,Partial,31520.59,165.73,5223.89
workload-B,,performance,750000,250000,64,ALL,Partial,14766.12,107.9,1593.28
workload-B,,conservative,750000,250000,64,ALL,Partial,15945.5,90.07,1436.16
workload-B,,powersave,750000,250000,64,ALL,Partial,15160.13,82.88,1256.49
workload-B,,ondemand,750000,250000,64,ALL,Partial,14508.92,98.47,1428.7
workload-B,1.0,userspace,750000,250000,64,ALL,Partial,15771.61,85.35,1346.15
workload-B,1.1,userspace,750000,250000,64,ALL,Partial,15709.91,96.22,1511.6
workload-B,1.2,userspace,750000,250000,64,ALL,Partial,15027.38,91.59,1376.39
workload-B,1.3,userspace,750000,250000,64,ALL,Partial,15783.24,95.82,1512.28
workload-B,1.4,userspace,750000,250000,64,ALL,Partial,15413.01,110.07,1696.55
workload-B,1.5,userspace,750000,250000,64,ALL,Partial,15414.87,105.05,1619.38
workload-B,1.6,userspace,750000,250000,64,ALL,Partial,14811.18,117.82,1745.01
workload-B,1.7,userspace,750000,250000,64,ALL,Partial,15093.69,121.12,1828.16
workload-B,1.8,userspace,750000,250000,64,ALL,Partial,14557.11,127.15,1850.95
workload-B,1.9,userspace,750000,250000,64,ALL,Partial,15521.3,120.95,1877.28
workload-B,2.0,userspace,750000,250000,64,ALL,Partial,15722.23,135.69,2133.43
workload-B,2.1,userspace,750000,250000,64,ALL,Partial,14994.32,134.16,2011.7
workload-B,2.2,userspace,750000,250000,64,ALL,Partial,14595.59,144.19,2104.51
workload-B,2.3,userspace,750000,250000,64,ALL,Partial,15551.36,140.5,2184.9
workload-B,2.4,userspace,750000,250000,64,ALL,Partial,15383.59,142.13,2186.48
workload-B,2.5,userspace,750000,250000,64,ALL,Partial,15300.98,145.05,2219.45
workload-B,2.6,userspace,750000,250000,64,ALL,Partial,14966.48,159.03,2380.06
workload-B,2.7,userspace,750000,250000,64,ALL,Partial,15085.86,167.17,2521.93
workload-B,2.8,userspace,750000,250000,64,ALL,Partial,15976.24,165.46,2643.48
workload-B,,performance,750000,500000,64,ALL,Partial,14724.99,108.44,1596.74
workload-B,,conservative,750000,500000,64,ALL,Partial,15327.48,91.91,1408.77
workload-B,,powersave,750000,500000,64,ALL,Partial,14621.31,85.71,1253.21
workload-B,,ondemand,750000,500000,64,ALL,Partial,14490.88,92.87,1345.82
workload-B,1.0,userspace,750000,500000,64,ALL,Partial,15135.28,91.6,1386.44
workload-B,1.1,userspace,750000,500000,64,ALL,Partial,14489.03,87.85,1272.93
workload-B,1.2,userspace,750000,500000,64,ALL,Partial,15470.06,96.23,1488.66
workload-B,1.3,userspace,750000,500000,64,ALL,Partial,15741.05,105.06,1653.78
workload-B,1.4,userspace,750000,500000,64,ALL,Partial,14976.46,105.83,1584.93
workload-B,1.5,userspace,750000,500000,64,ALL,Partial,14863.61,106.55,1583.79
workload-B,1.6,userspace,750000,500000,64,ALL,Partial,15594.78,112.72,1757.84
workload-B,1.7,userspace,750000,500000,64,ALL,Partial,15244.87,112.17,1710.04
workload-B,1.8,userspace,750000,500000,64,ALL,Partial,14843.02,116.81,1733.79
workload-B,1.9,userspace,750000,500000,64,ALL,Partial,15854.74,121.99,1934.13
workload-B,2.0,userspace,750000,500000,64,ALL,Partial,15431.65,136.2,2101.85
workload-B,2.1,userspace,750000,500000,64,ALL,Partial,15065.22,129.69,1953.84
workload-B,2.2,userspace,750000,500000,64,ALL,Partial,15600.21,137.77,2149.3
workload-B,2.3,userspace,750000,500000,64,ALL,Partial,15406.68,148.74,2291.64
workload-B,2.4,userspace,750000,500000,64,ALL,Partial,15581.55,145.93,2273.88
workload-B,2.5,userspace,750000,500000,64,ALL,Partial,15437.47,156.97,2423.17
workload-B,2.6,userspace,750000,500000,64,ALL,Partial,15288.26,158.31,2420.26
workload-B,2.7,userspace,750000,500000,64,ALL,Partial,15045.18,161.79,2434.17
workload-B,2.8,userspace,750000,500000,64,ALL,Partial,15333.41,158.42,2429.07
workload-B,,performance,750000,750000,64,ALL,Partial,14533.75,103.82,1508.92
workload-B,,conservative,750000,750000,64,ALL,Partial,15953.58,86.88,1386.0
workload-B,,powersave,750000,750000,64,ALL,Partial,15868.48,87.06,1381.52
workload-B,,ondemand,750000,750000,64,ALL,Partial,15720.46,93.88,1475.79
workload-B,1.0,userspace,750000,750000,64,ALL,Partial,15681.85,88.34,1385.35
workload-B,1.1,userspace,750000,750000,64,ALL,Partial,15209.0,96.21,1463.3
workload-B,1.2,userspace,750000,750000,64,ALL,Partial,15666.53,97.5,1527.49
workload-B,1.3,userspace,750000,750000,64,ALL,Partial,14850.05,101.58,1508.51
workload-B,1.4,userspace,750000,750000,64,ALL,Partial,15808.49,105.98,1675.43
workload-B,1.5,userspace,750000,750000,64,ALL,Partial,15090.35,107.87,1627.78
workload-B,1.6,userspace,750000,750000,64,ALL,Partial,15445.65,109.22,1686.93
workload-B,1.7,userspace,750000,750000,64,ALL,Partial,15936.33,116.78,1861.06
workload-B,1.8,userspace,750000,750000,64,ALL,Partial,14589.07,123.04,1794.97
workload-B,1.9,userspace,750000,750000,64,ALL,Partial,14621.72,131.53,1923.17
workload-B,2.0,userspace,750000,750000,64,ALL,Partial,15860.82,125.04,1983.21
workload-B,2.1,userspace,750000,750000,64,ALL,Partial,14953.03,138.5,2070.98
workload-B,2.2,userspace,750000,750000,64,ALL,Partial,14643.53,139.74,2046.27
workload-B,2.3,userspace,750000,750000,64,ALL,Partial,15079.46,144.47,2178.51
workload-B,2.4,userspace,750000,750000,64,ALL,Partial,15648.76,152.05,2379.41
workload-B,2.5,userspace,750000,750000,64,ALL,Partial,15118.25,150.47,2274.88
workload-B,2.6,userspace,750000,750000,64,ALL,Partial,14782.82,152.79,2258.62
workload-B,2.7,userspace,750000,750000,64,ALL,Partial,15311.92,168.62,2581.95
workload-B,2.8,userspace,750000,750000,64,ALL,Partial,15872.34,172.42,2736.67
workload-B,,performance,250000,250000,32,Quorum,Full,8938.69,91.67,819.38
workload-B,,conservative,250000,250000,32,Quorum,Full,8424.83,73.19,616.57
workload-B,,powersave,250000,250000,32,Quorum,Full,8474.77,67.74,574.06
workload-B,,ondemand,250000,250000,32,Quorum,Full,8563.62,82.16,703.56
workload-B,1.0,userspace,250000,250000,32,Quorum,Full,8782.75,76.11,668.42
workload-B,1.1,userspace,250000,250000,32,Quorum,Full,8504.25,74.32,632.06
workload-B,1.2,userspace,250000,250000,32,Quorum,Full,8710.1,81.0,705.54
workload-B,1.3,userspace,250000,250000,32,Quorum,Full,8905.11,89.07,793.19
workload-B,1.4,userspace,250000,250000,32,Quorum,Full,8874.85,88.1,781.86
workload-B,1.5,userspace,250000,250000,32,Quorum,Full,8760.59,92.86,813.51
workload-B,1.6,userspace,250000,250000,32,Quorum,Full,8228.53,95.51,785.91
workload-B,1.7,userspace,250000,250000,32,Quorum,Full,8828.04,95.89,846.55
workload-B,1.8,userspace,250000,250000,32,Quorum,Full,8846.0,105.26,931.14
workload-B,1.9,userspace,250000,250000,32,Quorum,Full,8932.49,103.47,924.21
workload-B,2.0,userspace,250000,250000,32,Quorum,Full,8747.85,116.02,1014.95
workload-B,2.1,userspace,250000,250000,32,Quorum,Full,8206.47,109.59,899.34
workload-B,2.2,userspace,250000,250000,32,Quorum,Full,8674.7,117.7,1021.03
workload-B,2.3,userspace,250000,250000,32,Quorum,Full,8887.01,120.0,1066.41
workload-B,2.4,userspace,250000,250000,32,Quorum,Full,8854.84,123.55,1093.99
workload-B,2.5,userspace,250000,250000,32,Quorum,Full,8341.29,133.12,1110.42
workload-B,2.6,userspace,250000,250000,32,Quorum,Full,8535.42,130.95,1117.7
workload-B,2.7,userspace,250000,250000,32,Quorum,Full,8339.41,130.09,1084.85
workload-B,2.8,userspace,250000,250000,32,Quorum,Full,8277.18,135.33,1120.12
workload-B,,performance,250000,500000,32,Quorum,Full,8974.87,92.36,828.95
workload-B,,conservative,250000,500000,32,Quorum,Full,8404.54,76.99,647.08
workload-B,,powersave,250000,500000,32,Quorum,Full,8281.23,70.25,581.72
workload-B,,ondemand,250000,500000,32,Quorum,Full,8494.12,84.15,714.8
workload-B,1.0,userspace,250000,500000,32,Quorum,Full,8726.07,76.49,667.43
workload-B,1.1,userspace,250000,500000,32,Quorum,Full,8459.66,75.46,638.33
workload-B,1.2,userspace,250000,500000,32,Quorum,Full,8215.31,82.53,677.97
workload-B,1.3,userspace,250000,500000,32,Quorum,Full,8406.64,83.24,699.76
workload-B,1.4,userspace,250000,500000,32,Quorum,Full,8454.34,89.76,758.86
workload-B,1.5,userspace,250000,500000,32,Quorum,Full,8244.71,96.41,794.9
workload-B,1.6,userspace,250000,500000,32,Quorum,Full,8521.41,95.09,810.34
workload-B,1.7,userspace,250000,500000,32,Quorum,Full,8901.1,97.99,872.18
workload-B,1.8,userspace,250000,500000,32,Quorum,Full,8694.63,106.09,922.37
workload-B,1.9,userspace,250000,500000,32,Quorum,Full,8582.39,104.8,899.46
workload-B,2.0,userspace,250000,500000,32,Quorum,Full,8890.51,106.35,945.5
workload-B,2.1,userspace,250000,500000,32,Quorum,Full,8707.54,112.78,982.0
workload-B,2.2,userspace,250000,500000,32,Quorum,Full,8592.4,113.3,973.52
workload-B,2.3,userspace,250000,500000,32,Quorum,Full,9001.32,118.91,1070.38
workload-B,2.4,userspace,250000,500000,32,Quorum,Full,8578.66,125.55,1077.03
workload-B,2.5,userspace,250000,500000,32,Quorum,Full,8849.2,127.07,1124.49
workload-B,2.6,userspace,250000,500000,32,Quorum,Full,8903.66,138.15,1230.02
workload-B,2.7,userspace,250000,500000,32,Quorum,Full,9019.98,141.51,1276.42
workload-B,2.8,userspace,250000,500000,32,Quorum,Full,8820.16,135.57,1195.71
workload-B,,performance,250000,750000,32,Quorum,Full,8837.93,90.39,798.87
workload-B,,conservative,250000,750000,32,Quorum,Full,8448.89,76.45,645.88
workload-B,,powersave,250000,750000,32,Quorum,Full,9008.77,69.71,628.01
workload-B,,ondemand,250000,750000,32,Quorum,Full,8183.25,82.71,676.84
workload-B,1.0,userspace,250000,750000,32,Quorum,Full,8814.66,75.65,666.83
workload-B,1.1,userspace,250000,750000,32,Quorum,Full,8655.92,77.19,668.19
workload-B,1.2,userspace,250000,750000,32,Quorum,Full,8545.74,81.56,696.96
workload-B,1.3,userspace,250000,750000,32,Quorum,Full,8858.79,89.15,789.73
workload-B,1.4,userspace,250000,750000,32,Quorum,Full,8196.18,88.31,723.81
workload-B,1.5,userspace,250000,750000,32,Quorum,Full,8288.98,95.76,793.74
workload-B,1.6,userspace,250000,750000,32,Quorum,Full,8644.83,96.8,836.83
workload-B,1.7,userspace,250000,750000,32,Quorum,Full,8281.21,95.99,794.9
workload-B,1.8,userspace,250000,750000,32,Quorum,Full,8255.46,105.01,866.94
workload-B,1.9,userspace,250000,750000,32,Quorum,Full,8312.63,107.57,894.21
workload-B,2.0,userspace,250000,750000,32,Quorum,Full,8588.88,111.67,959.09
workload-B,2.1,userspace,250000,750000,32,Quorum,Full,8684.18,115.7,1004.74
workload-B,2.2,userspace,250000,750000,32,Quorum,Full,8981.53,115.11,1033.89
workload-B,2.3,userspace,250000,750000,32,Quorum,Full,8722.16,127.14,1108.91
workload-B,2.4,userspace,250000,750000,32,Quorum,Full,8717.91,131.25,1144.26
workload-B,2.5,userspace,250000,750000,32,Quorum,Full,9019.78,132.3,1193.36
workload-B,2.6,userspace,250000,750000,32,Quorum,Full,8672.7,129.27,1121.09
workload-B,2.7,userspace,250000,750000,32,Quorum,Full,8976.51,136.9,1228.88
workload-B,2.8,userspace,250000,750000,32,Quorum,Full,8390.04,139.0,1166.17
workload-B,,performance,250000,250000,64,Quorum,Full,4472.92,86.31,386.04
workload-B,,conservative,250000,250000,64,Quorum,Full,4456.46,70.44,313.91
workload-B,,powersave,250000,250000,64,Quorum,Full,4484.54,72.4,324.67
workload-B,,ondemand,250000,250000,64,Quorum,Full,4274.63,82.97,354.65
workload-B,1.0,userspace,250000,250000,64,Quorum,Full,4326.67,73.16,316.53
workload-B,1.1,userspace,250000,250000,64,Quorum,Full,4154.75,80.58,334.8
workload-B,1.2,userspace,250000,250000,64,Quorum,Full,4422.63,84.59,374.11
workload-B,1.3,userspace,250000,250000,64,Quorum,Full,4245.57,82.39,349.79
workload-B,1.4,userspace,250000,250000,64,Quorum,Full,4263.98,92.56,394.69
workload-B,1.5,userspace,250000,250000,64,Quorum,Full,4411.09,88.39,389.88
workload-B,1.6,userspace,250000,250000,64,Quorum,Full,4481.96,97.15,435.42
workload-B,1.7,userspace,250000,250000,64,Quorum,Full,4466.03,100.29,447.91
workload-B,1.8,userspace,250000,250000,64,Quorum,Full,4145.53,98.29,407.46
workload-B,1.9,userspace,250000,250000,64,Quorum,Full,4364.56,112.38,490.5
workload-B,2.0,userspace,250000,250000,64,Quorum,Full,4091.79,108.39,443.52
workload-B,2.1,userspace,250000,250000,64,Quorum,Full,4493.21,110.19,495.1
workload-B,2.2,userspace,250000,250000,64,Quorum,Full,4255.52,116.69,496.59
workload-B,2.3,userspace,250000,250000,64,Quorum,Full,4460.27,124.25,554.17
workload-B,2.4,userspace,250000,250000,64,Quorum,Full,4455.56,125.82,560.59
workload-B,2.5,userspace,250000,250000,64,Quorum,Full,4165.45,132.99,553.95
workload-B,2.6,userspace,250000,250000,64,Quorum,Full,4228.76,127.39,538.71
workload-B,2.7,userspace,250000,250000,64,Quorum,Full,4287.5,136.32,584.47
workload-B,2.8,userspace,250000,250000,64,Quorum,Full,4484.18,145.05,650.41
workload-B,,performance,250000,500000,64,Quorum,Full,4263.4,93.29,397.75
workload-B,,conservative,250000,500000,64,Quorum,Full,4175.53,75.88,316.86
workload-B,,powersave,250000,500000,64,Quorum,Full,4347.84,71.7,311.74
workload-B,,ondemand,250000,500000,64,Quorum,Full,4308.99,85.45,368.21
workload-B,1.0,userspace,250000,500000,64,Quorum,Full,4112.89,73.85,303.72
workload-B,1.1,userspace,250000,500000,64,Quorum,Full,4296.43,77.48,332.89
workload-B,1.2,userspace,250000,500000,64,Quorum,Full,4303.55,84.26,362.61
workload-B,1.3,userspace,250000,500000,64,Quorum,Full,4250.76,82.78,351.9
workload-B,1.4,userspace,250000,500000,64,Quorum,Full,4285.63,86.85,372.2
workload-B,1.5,userspace,250000,500000,64,Quorum,Full,4230.89,95.49,403.99
workload-B,1.6,userspace,250000,500000,64,Quorum,Full,4090.84,99.51,407.09
workload-B,1.7,userspace,250000,500000,64,Quorum,Full,4344.49,100.5,436.64
workload-B,1.8,userspace,250000,500000,64,Quorum,Full,4341.06,105.06,456.06
workload-B,1.9,userspace,250000,500000,64,Quorum,Full,4226.44,109.32,462.03
workload-B,2.0,userspace,250000,500000,64,Quorum,Full,4403.58,115.03,506.56
workload-B,2.1,userspace,250000,500000,64,Quorum,Full,4189.29,119.82,501.95
workload-B,2.2,userspace,250000,500000,64,Quorum,Full,4401.15,123.21,542.25
workload-B,2.3,userspace,250000,500000,64,Quorum,Full,4187.24,123.09,515.41
workload-B,2.4,userspace,250000,500000,64,Quorum,Full,4321.82,122.53,529.54
workload-B,2.5,userspace,250000,500000,64,Quorum,Full,4084.59,127.74,521.78
workload-B,2.6,userspace,250000,500000,64,Quorum,Full,4162.71,138.23,575.41
workload-B,2.7,userspace,250000,500000,64,Quorum,Full,4242.58,132.29,561.27
workload-B,2.8,userspace,250000,500000,64,Quorum,Full,4194.78,141.22,592.37
workload-B,,performance,250000,750000,64,Quorum,Full,4500.08,91.57,412.09
workload-B,,conservative,250000,750000,64,Quorum,Full,4509.22,76.53,345.08
workload-B,,powersave,250000,750000,64,Quorum,Full,4242.34,73.8,313.08
workload-B,,ondemand,250000,750000,64,Quorum,Full,4504.24,79.51,358.14
workload-B,1.0,userspace,250000,750000,64,Quorum,Full,4255.12,72.06,306.62
workload-B,1.1,userspace,250000,750000,64,Quorum,Full,4097.43,81.1,332.32
workload-B,1.2,userspace,250000,750000,64,Quorum,Full,4269.74,85.37,364.51
workload-B,1.3,userspace,250000,750000,64,Quorum,Full,4285.5,81.62,349.77
workload-B,1.4,userspace,250000,750000,64,Quorum,Full,4114.43,89.18,366.92
workload-B,1.5,userspace,250000,750000,64,Quorum,Full,4351.08,95.32,414.76
workload-B,1.6,userspace,250000,750000,64,Quorum,Full,4418.77,100.1,442.34
workload-B,1.7,userspace,250000,750000,64,Quorum,Full,4106.08,98.41,404.1
workload-B,1.8,userspace,250000,750000,64,Quorum,Full,4275.61,106.36,454.75
workload-B,1.9,userspace,250000,750000,64,Quorum,Full,4320.42,103.44,446.92
workload-B,2.0,userspace,250000,750000,64,Quorum,Full,4206.61,107.9,453.88
workload-B,2.1,userspace,250000,750000,64,Quorum,Full,4291.52,109.17,468.49
workload-B,2.2,userspace,250000,750000,64,Quorum,Full,4194.25,118.66,497.7
workload-B,2.3,userspace,250000,750000,64,Quorum,Full,4112.32,115.76,476.03
workload-B,2.4,userspace,250000,750000,64,Quorum,Full,4187.79,124.2,520.12
workload-B,2.5,userspace,250000,750000,64,Quorum,Full,4493.71,126.48,568.35
workload-B,2.6,userspace,250000,750000,64,Quorum,Full,4292.17,130.74,561.15
workload-B,2.7,userspace,250000,750000,64,Quorum,Full,4387.89,131.84,578.5
workload-B,2.8,userspace,250000,750000,64,Quorum,Full,4426.65,139.61,618.01
workload-B,,performance,500000,250000,32,Quorum,Full,16824.1,90.77,1527.04
workload-B,,conservative,500000,250000,32,Quorum,Full,16465.82,74.54,1227.31
workload-B,,powersave,500000,250000,32,Quorum,Full,17084.44,67.06,1145.72
workload-B,,ondemand,500000,250000,32,Quorum,Full,17504.69,78.04,1366.0
workload-B,1.0,userspace,500000,250000,32,Quorum,Full,17591.43,75.32,1325.05
workload-B,1.1,userspace,500000,250000,32,Quorum,Full,17405.92,78.88,1373.05
workload-B,1.2,userspace,500000,250000,32,Quorum,Full,17339.87,77.99,1352.27
workload-B,1.3,userspace,500000,250000,32,Quorum,Full,16764.36,81.05,1358.78
